doc_key,no_error,decision_type,detailed_error_type,mention_ind,entity_ind,entity_len,category,type,antecedent_ind,antecedent_dist,antecedent_dist_ent,antecedent_category,mapped_antecedent_ind,mapped_antecedent_dist,mapped_antecedent_dist_ent,mapped_antecedent_category,mapped_antecedent_type,cluster_pron-pron-comp,cluster_pron-pron-no-comp,cluster_pron-ent,cluster_match,cluster_contain,cluster_other,mapped_cluster_pron-pron-comp,mapped_cluster_pron-pron-no-comp,mapped_cluster_pron-ent,mapped_cluster_match,mapped_cluster_contain,mapped_cluster_other,cluster_size,cluster_errors,mapped_cluster_type,mapped_cluster_size,mapped_cluster_errors,cluster_props,cluster_prons,cluster_noms,mapped_cluster_props,mapped_cluster_prons,mapped_cluster_noms,entity_score,wrong_score,wrong_mean_score,num_wrong_inst,entropy,prob,mention_str,cluster_str,cluster_final_size,mapped_cluster_str,mapped_cluster_final_size,prob_str
60_the_scarlet_pimpernel_brat_0,1,c,,163,71,75,NOM,PER,156.0,6.0,3.0,PRON,,,,,,0.0,0.0,0.6,0.0,0.0,0.4,,,,,,,5.0,1.0,,,,0.0,0.6,0.4,,,,4.787246227264404,,,,0.7191086796400004,0.8976485133171082,these mysterious Englishmen,"a band of Englishmen , whose daring seemed to be unparalleled , and who , from sheer desire to meddle in what did not concern them , spent their spare time in snatching away lawful victims destined for Madame la Guillotine_1
them_1
their_1
this band of meddlesome Englishmen_1
they_1
",9.0,,,0.9
60_the_scarlet_pimpernel_brat_0,1,c,,164,71,75,PRON,PER,163.0,0.0,0.0,NOM,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,6.0,1.0,,,,0.0,0.5,0.5,,,,5.747988700866699,,,,0.47488180565093385,0.9405268430709839,their,"a band of Englishmen , whose daring seemed to be unparalleled , and who , from sheer desire to meddle in what did not concern them , spent their spare time in snatching away lawful victims destined for Madame la Guillotine_1
them_1
their_1
this band of meddlesome Englishmen_1
they_1
these mysterious Englishmen_1
",9.0,,,0.9
60_the_scarlet_pimpernel_brat_0,1,c,,165,72,75,NOM,PER,160.0,4.0,3.0,PRON,,,,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,,,,,,,3.0,0.0,,,,0.0,0.6666666666666666,0.3333333333333333,,,,4.785959243774414,,,,0.31988407451847445,0.9601016640663147,their leader,"a man whose pluck and audacity were almost fabulous_1
he_2
",12.0,,,1.0
60_the_scarlet_pimpernel_brat_0,1,c,,166,72,75,PRON,PER,165.0,0.0,0.0,NOM,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,4.0,0.0,,,,0.0,0.5,0.5,,,,6.532825469970703,,,,0.3524375470143881,0.9518916606903076,he,"a man whose pluck and audacity were almost fabulous_1
he_2
their leader_1
",12.0,,,1.0
60_the_scarlet_pimpernel_brat_0,0,c,c_c,167,63,75,PROP,PER,132.0,34.0,17.0,NOM,133.0,33.0,16.0,PROP,PER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,PER,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.097836971282959,3.389841318130493,3.3898415565490723,1.0,0.8132003892127054,0.8350782990455627,Citoyen Foucquier-Tinville,"that good patriot_1
",7.0,"Citoyen Foucquier-Tinville_1
",1.0,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,168,63,75,PRON,PER,167.0,0.0,0.0,PROP,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,2.0,1.0,,,,0.5,0.0,0.5,,,,4.570302963256836,,,,1.746979172268401,0.7049866914749146,he,"that good patriot_1
Citoyen Foucquier-Tinville_1
",7.0,,,0.7
60_the_scarlet_pimpernel_brat_0,1,c,,169,63,75,PRON,PER,168.0,0.0,0.0,PRON,,,,,,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,,,,,,,3.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,5.38791561126709,,,,1.014368132107941,0.8475121259689331,his,"that good patriot_1
Citoyen Foucquier-Tinville_1
he_1
",7.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,170,63,75,PRON,PER,169.0,0.0,0.0,PRON,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,4.0,1.0,,,,0.25,0.5,0.25,,,,5.198667049407959,,,,1.2377448400230053,0.8109340667724609,him,"that good patriot_1
Citoyen Foucquier-Tinville_1
he_1
his_1
",7.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,o,,171,75,75,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5148378329654166,0.4280300438404083,the crowd,,,,,0.4
60_the_scarlet_pimpernel_brat_0,1,c,,172,63,76,PRON,PER,170.0,1.0,1.0,PRON,,,,,,0.6,0.0,0.4,0.0,0.0,0.0,,,,,,,5.0,1.0,,,,0.2,0.6,0.2,,,,5.2353010177612305,,,,0.9833791622297834,0.8554585576057434,he,"that good patriot_1
Citoyen Foucquier-Tinville_1
he_1
his_1
him_1
",7.0,,,0.9
60_the_scarlet_pimpernel_brat_0,1,c,,173,63,76,PRON,PER,172.0,0.0,0.0,PRON,,,,,,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,,,,,,,6.0,1.0,,,,0.16666666666666666,0.6666666666666666,0.16666666666666666,,,,5.5547637939453125,,,,0.7195495085236964,0.9008152484893799,his,"that good patriot_1
Citoyen Foucquier-Tinville_1
he_2
his_1
him_1
",7.0,,,0.9
60_the_scarlet_pimpernel_brat_0,1,c,,174,31,76,PROP,ORG,131.0,42.0,19.0,PROP,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,2.0,0.0,,,,1.0,0.0,0.0,,,,4.322561740875244,,,,0.11889126082192392,0.982295036315918,the Committee of Public Safety,"the Committee of Public Safety_2
",4.0,,,1.0
60_the_scarlet_pimpernel_brat_0,1,c,,175,71,76,NOM,PER,164.0,10.0,4.0,PRON,,,,,,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,,,,,,,7.0,1.0,,,,0.0,0.5714285714285714,0.42857142857142855,,,,5.469363212585449,,,,0.2148385402195075,0.9741595983505249,the band of meddlesome Englishmen,"a band of Englishmen , whose daring seemed to be unparalleled , and who , from sheer desire to meddle in what did not concern them , spent their spare time in snatching away lawful victims destined for Madame la Guillotine_1
them_1
their_2
this band of meddlesome Englishmen_1
they_1
these mysterious Englishmen_1
",9.0,,,1.0
60_the_scarlet_pimpernel_brat_0,1,o,,176,76,76,PRON,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7740236608342865,0.8965486884117126,we,,,,,0.9
60_the_scarlet_pimpernel_brat_0,1,c,,177,40,77,PROP,GPE,145.0,31.0,13.0,PROP,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,3.0,0.0,,,,1.0,0.0,0.0,,,,3.5613343715667725,,,,0.24214910920704896,0.9602243304252625,England,"England_3
",5.0,,,1.0
60_the_scarlet_pimpernel_brat_0,1,o,,178,77,77,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7818442973320132,0.6954047679901123,the citoyens of the Committee of Public Safety,,,,,0.7
60_the_scarlet_pimpernel_brat_0,1,c,,179,31,78,PROP,ORG,174.0,4.0,4.0,PROP,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,3.0,0.0,,,,1.0,0.0,0.0,,,,5.5486063957214355,,,,0.18883863938722775,0.9785377979278564,the Committee of Public Safety,"the Committee of Public Safety_3
",4.0,,,1.0
60_the_scarlet_pimpernel_brat_0,1,o,,180,78,78,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8858685682854741,0.6743218302726746,so many royalists and aristocrats,,,,,0.7
60_the_scarlet_pimpernel_brat_0,0,c,c_o,181,51,79,NOM,LOC,97.0,83.0,36.0,NOM,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,-1.6134122610092163,0.0,0.0,1.0,1.288322381513522,0.7324154376983643,the coast,"the coast_1
",2.0,,,0.7
60_the_scarlet_pimpernel_brat_0,1,c,,182,78,79,PRON,PER,180.0,1.0,1.0,NOM,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,4.898136615753174,,,,0.6850990402264301,0.9068849682807922,their,"so many royalists and aristocrats_1
",2.0,,,0.9
60_the_scarlet_pimpernel_brat_0,1,c,,183,40,79,PROP,GPE,177.0,5.0,4.0,PROP,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,4.0,0.0,,,,1.0,0.0,0.0,,,,4.566120624542236,,,,0.3963561758181686,0.9490301012992859,England,"England_4
",5.0,,,0.9
60_the_scarlet_pimpernel_brat_0,1,o,,184,79,79,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9200459510764181,0.8651897311210632,The guards at the gates,,,,,0.9
60_the_scarlet_pimpernel_brat_0,1,o,,185,80,80,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7721163840705663,0.8907524943351746,the sergeants in command,,,,,0.9
60_the_scarlet_pimpernel_brat_0,1,c,,186,71,81,NOM,PER,175.0,10.0,8.0,NOM,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,,,,,,,8.0,1.0,,,,0.0,0.5,0.5,,,,5.1930623054504395,,,,0.5124660211788197,0.9243367314338684,these daring and impudent Englishmen,"a band of Englishmen , whose daring seemed to be unparalleled , and who , from sheer desire to meddle in what did not concern them , spent their spare time in snatching away lawful victims destined for Madame la Guillotine_1
them_1
their_2
this band of meddlesome Englishmen_1
they_1
these mysterious Englishmen_1
the band of meddlesome Englishmen_1
",9.0,,,0.9
60_the_scarlet_pimpernel_brat_0,1,o,,187,81,81,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43402613872777684,0.9470939636230469,the man who laid hands on the mysterious and elusive Scarlet Pimpernel,,,,,0.9
60_the_scarlet_pimpernel_brat_0,1,c,,188,72,82,PROP,PER,166.0,21.0,12.0,PRON,,,,,,0.0,0.0,0.6,0.0,0.0,0.4,,,,,,,5.0,0.0,,,,0.0,0.6,0.4,,,,1.5333718061447144,,,,3.14733797065133,0.28250041604042053,the mysterious and elusive Scarlet Pimpernel,"a man whose pluck and audacity were almost fabulous_1
he_3
their leader_1
",12.0,,,0.3
60_the_scarlet_pimpernel_brat_0,1,o,,189,82,82,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4325257390144757,0.7863825559616089,Everyone,,,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,190,25,83,PROP,PER,140.0,49.0,24.0,PRON,,,,,,0.0,0.0,0.45,0.5,0.05,0.0,,,,,,,20.0,2.0,,,,0.55,0.45,0.0,,,,3.243375301361084,,,,0.6099896669750452,0.9080146551132202,Bibot,"his_6
Sergeant Bibot_1
Bibot_10
him_1
he_2
",37.0,,,0.9
60_the_scarlet_pimpernel_brat_0,0,o,o_c,191,83,83,NOM,PER,,,,,187.0,3.0,3.0,NOM,PER,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,PER,1.0,0.0,,,,0.0,0.0,1.0,,1.448222279548645,1.448222279548645,1.0,0.9284423066636167,0.7621463537216187,that man,,,"the man who laid hands on the mysterious and elusive Scarlet Pimpernel_1
",1.0,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,192,25,84,PROP,PER,190.0,1.0,1.0,PROP,,,,,,0.0,0.0,0.42857142857142855,0.5238095238095238,0.047619047619047616,0.0,,,,,,,21.0,2.0,,,,0.5714285714285714,0.42857142857142855,0.0,,,,3.6180672645568848,,,,0.8027452946700675,0.885990560054779,Bibot,"his_6
Sergeant Bibot_1
Bibot_11
him_1
he_2
",37.0,,,0.9
60_the_scarlet_pimpernel_brat_0,0,o,o_c,193,84,84,NOM,PER,,,,,189.0,3.0,2.0,NOM,PER,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,PER,1.0,0.0,,,,0.0,0.0,1.0,,0.4807676374912262,0.4807676374912262,1.0,2.4799512179572325,0.4162798225879669,everybody,,,"Everyone_1
",1.0,0.4
60_the_scarlet_pimpernel_brat_0,1,o,,194,85,85,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8464485520048193,0.6560332775115967,people,,,,,0.7
60_the_scarlet_pimpernel_brat_0,1,c,,195,25,86,PRON,PER,192.0,2.0,2.0,PROP,,,,,,0.4090909090909091,0.0,0.5909090909090909,0.0,0.0,0.0,,,,,,,22.0,2.0,,,,0.5909090909090909,0.4090909090909091,0.0,,,,4.46538782119751,,,,1.7565191370718212,0.7318416237831116,him,"his_6
Sergeant Bibot_1
Bibot_12
him_1
he_2
",37.0,,,0.7
60_the_scarlet_pimpernel_brat_0,1,c,,196,46,86,NOM,FAC,80.0,115.0,47.0,NOM,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,3.431875705718994,,,,0.22366153896898172,0.9605047106742859,the West Gate,"the West Gate_1
",2.0,,,1.0
60_the_scarlet_pimpernel_brat_0,1,c,,197,25,86,PRON,PER,195.0,1.0,1.0,PRON,,,,,,0.43478260869565216,0.0,0.5652173913043478,0.0,0.0,0.0,,,,,,,23.0,2.0,,,,0.5652173913043478,0.43478260869565216,0.0,,,,5.395968437194824,,,,1.158591369252502,0.8377777338027954,he,"his_6
Sergeant Bibot_1
Bibot_12
him_2
he_2
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,o,,198,86,86,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1510736062090585,0.8359820246696472,any fugitive aristo who perhaps might be accompanied by that mysterious Englishman,,,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,199,72,87,NOM,PER,188.0,10.0,7.0,PROP,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,,,,,,,6.0,0.0,,,,0.16666666666666666,0.5,0.3333333333333333,,,,4.460922718048096,,,,1.2211483836473198,0.7756745219230652,that mysterious Englishman,"a man whose pluck and audacity were almost fabulous_1
he_3
their leader_1
the mysterious and elusive Scarlet Pimpernel_1
",12.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,200,25,87,PRON,PER,197.0,2.0,2.0,PRON,,,,,,0.4583333333333333,0.0,0.5416666666666666,0.0,0.0,0.0,,,,,,,24.0,2.0,,,,0.5416666666666666,0.4583333333333333,0.0,,,,4.713563919067383,,,,1.4895681324288512,0.7804804444313049,he,"his_6
Sergeant Bibot_1
Bibot_12
him_2
he_3
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,201,25,87,PRON,PER,200.0,0.0,0.0,PRON,,,,,,0.48,0.0,0.52,0.0,0.0,0.0,,,,,,,25.0,2.0,,,,0.52,0.48,0.0,,,,4.844403266906738,,,,1.3631950017070094,0.8025135397911072,his,"his_6
Sergeant Bibot_1
Bibot_12
him_2
he_4
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,o,,202,87,87,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3182561644094504,0.8100911974906921,his trusted corporal,,,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,203,69,88,PROP,PER,150.0,52.0,24.0,PRON,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,,,,,,,2.0,0.0,,,,0.5,0.5,0.0,,,,2.276062250137329,,,,2.1096878164168986,0.37213343381881714,Citoyen Grospierre,"Sergeant Grospierre_1
his_1
",19.0,,,0.4
60_the_scarlet_pimpernel_brat_0,1,o,,204,88,88,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7368114474924868,0.9034714698791504,a fool,,,,,0.9
60_the_scarlet_pimpernel_brat_0,1,c,,205,25,89,PRON,PER,201.0,3.0,3.0,PRON,,,,,,0.0,0.5,0.5,0.0,0.0,0.0,,,,,,,26.0,2.0,,,,0.5,0.5,0.0,,,,5.123849868774414,,,,1.5561016032259556,0.7694521546363831,me,"his_7
Sergeant Bibot_1
Bibot_12
him_2
he_4
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,o,,206,89,89,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3959433538251622,0.5475469827651978,that North Gate,,,,,0.5
60_the_scarlet_pimpernel_brat_0,1,c,,207,25,90,PROP,PER,205.0,1.0,1.0,PRON,,,,,,0.0,0.0,0.5185185185185185,0.0,0.4444444444444444,0.037037037037037035,,,,,,,27.0,2.0,,,,0.48148148148148145,0.5185185185185185,0.0,,,,4.639779090881348,,,,1.2951267464355614,0.7983278632164001,Citoyen Bibot,"his_7
Sergeant Bibot_1
Bibot_12
him_2
he_4
me_1
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,208,25,90,PRON,PER,207.0,0.0,0.0,PROP,,,,,,0.4642857142857143,0.03571428571428571,0.5,0.0,0.0,0.0,,,,,,,28.0,2.0,,,,0.5,0.5,0.0,,,,4.952015399932861,,,,1.5074224909287648,0.7782949209213257,his,"his_7
Sergeant Bibot_1
Bibot_12
him_2
he_4
me_1
Citoyen Bibot_1
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,209,25,90,PRON,PER,208.0,0.0,0.0,PRON,,,,,,0.4827586206896552,0.034482758620689655,0.4827586206896552,0.0,0.0,0.0,,,,,,,29.0,2.0,,,,0.4827586206896552,0.5172413793103449,0.0,,,,5.075628280639648,,,,1.3282800883033719,0.8077000379562378,his,"his_8
Sergeant Bibot_1
Bibot_12
him_2
he_4
me_1
Citoyen Bibot_1
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,210,69,90,NOM,PER,203.0,6.0,3.0,PROP,,,,,,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,,,,,,,3.0,0.0,,,,0.6666666666666666,0.3333333333333333,0.0,,,,3.3243517875671387,,,,1.9173640082192445,0.6677724123001099,his comrade,"Sergeant Grospierre_1
his_1
Citoyen Grospierre_1
",19.0,,,0.7
60_the_scarlet_pimpernel_brat_0,1,c,,211,25,90,NOM,PER,209.0,1.0,1.0,PRON,,,,,,0.0,0.0,0.5333333333333333,0.0,0.03333333333333333,0.43333333333333335,,,,,,,30.0,2.0,,,,0.4666666666666667,0.5333333333333333,0.0,,,,5.767724514007568,,,,1.2835997855492827,0.8043251633644104,citoyen,"his_9
Sergeant Bibot_1
Bibot_12
him_2
he_4
me_1
Citoyen Bibot_1
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,212,87,90,NOM,PER,202.0,9.0,4.0,NOM,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,3.5357463359832764,,,,1.8847125243776337,0.7064156532287598,the corporal,"his trusted corporal_1
",2.0,,,0.7
60_the_scarlet_pimpernel_brat_0,1,c,,213,69,90,PROP,PER,210.0,2.0,2.0,NOM,,,,,,0.0,0.0,0.25,0.0,0.5,0.25,,,,,,,4.0,0.0,,,,0.5,0.25,0.25,,,,4.888694763183594,,,,1.1835089826343772,0.8002256751060486,Grospierre,"Sergeant Grospierre_1
his_1
Citoyen Grospierre_1
his comrade_1
",19.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,214,25,90,PROP,PER,211.0,2.0,2.0,NOM,,,,,,0.0,0.0,0.5161290322580645,0.3870967741935484,0.06451612903225806,0.03225806451612903,,,,,,,31.0,2.0,,,,0.45161290322580644,0.5161290322580645,0.03225806451612903,,,,5.84737491607666,,,,1.0505489918895479,0.8556517958641052,Bibot,"his_9
Sergeant Bibot_1
Bibot_12
him_2
he_4
me_1
Citoyen Bibot_1
citoyen_1
",37.0,,,0.9
60_the_scarlet_pimpernel_brat_0,0,o,o_c,215,90,90,NOM,PER,,,,,115.0,99.0,43.0,NOM,PER,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,PER,1.0,1.0,,,,0.0,0.0,1.0,,2.5657970905303955,1.8662891387939453,5.0,1.7021687500944043,0.30998727679252625,the crowd,,,"the crowd_1
",1.0,0.3
60_the_scarlet_pimpernel_brat_0,1,c,,216,25,91,PRON,PER,214.0,1.0,1.0,PROP,,,,,,0.46875,0.03125,0.5,0.0,0.0,0.0,,,,,,,32.0,2.0,,,,0.46875,0.5,0.03125,,,,5.683903694152832,,,,1.30524716956145,0.8145732283592224,him,"his_9
Sergeant Bibot_1
Bibot_13
him_2
he_4
me_1
Citoyen Bibot_1
citoyen_1
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,217,25,91,PRON,PER,216.0,0.0,0.0,PRON,,,,,,0.48484848484848486,0.030303030303030304,0.48484848484848486,0.0,0.0,0.0,,,,,,,33.0,2.0,,,,0.45454545454545453,0.5151515151515151,0.030303030303030304,,,,5.5881853103637695,,,,1.2576963798662946,0.8223830461502075,his,"his_9
Sergeant Bibot_1
Bibot_13
him_3
he_4
me_1
Citoyen Bibot_1
citoyen_1
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,0,o,o_c,218,91,91,PRON,PER,,,,,215.0,2.0,1.0,NOM,PER,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,PER,1.0,1.0,,,,0.0,0.0,1.0,,2.3438994884490967,0.9606839021046957,3.0,1.5886227300253142,0.6315996050834656,We,,,"the crowd_1
",1.0,0.6
60_the_scarlet_pimpernel_brat_0,1,c,,219,72,92,NOM,PER,199.0,19.0,7.0,NOM,,,,,,0.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,,,,,,,7.0,0.0,,,,0.14285714285714285,0.42857142857142855,0.42857142857142855,,,,3.1197564601898193,,,,1.3109438445852597,0.7768397331237793,this meddlesome Englishman,"a man whose pluck and audacity were almost fabulous_1
he_3
their leader_1
the mysterious and elusive Scarlet Pimpernel_1
that mysterious Englishman_1
",12.0,,,0.8
60_the_scarlet_pimpernel_brat_0,0,o,o_c,220,92,92,PROP,PER,,,,,219.0,0.0,0.0,NOM,PER,,,,,,,0.0,0.0,0.375,0.0,0.0,0.625,,,PER,8.0,0.0,,,,0.125,0.375,0.5,,0.6127262115478516,0.6127262115478516,1.0,2.4669745312473412,0.440444678068161,this accursed Scarlet Pimpernel,,,"a man whose pluck and audacity were almost fabulous_1
he_3
their leader_1
the mysterious and elusive Scarlet Pimpernel_1
that mysterious Englishman_1
this meddlesome Englishman_1
",12.0,0.4
60_the_scarlet_pimpernel_brat_0,1,c,,221,72,93,PRON,PER,219.0,1.0,1.0,NOM,,,,,,0.375,0.0,0.625,0.0,0.0,0.0,,,,,,,8.0,0.0,,,,0.125,0.375,0.5,,,,4.837770462036133,,,,1.462001023337949,0.7239108681678772,He,"a man whose pluck and audacity were almost fabulous_1
he_3
their leader_1
the mysterious and elusive Scarlet Pimpernel_1
that mysterious Englishman_1
this meddlesome Englishman_1
",12.0,,,0.7
60_the_scarlet_pimpernel_brat_0,1,c,,222,25,93,PRON,PER,217.0,4.0,3.0,PRON,,,,,,0.029411764705882353,0.5,0.47058823529411764,0.0,0.0,0.0,,,,,,,34.0,2.0,,,,0.4411764705882353,0.5294117647058824,0.029411764705882353,,,,4.575141429901123,,,,1.3796319621899713,0.7975850701332092,MY,"his_10
Sergeant Bibot_1
Bibot_13
him_3
he_4
me_1
Citoyen Bibot_1
citoyen_1
",37.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,223,72,93,PRON,PER,221.0,1.0,1.0,PRON,,,,,,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,,,,,,,9.0,0.0,,,,0.1111111111111111,0.4444444444444444,0.4444444444444444,,,,5.327908039093018,,,,0.9876390122518082,0.8499484062194824,he,"a man whose pluck and audacity were almost fabulous_1
he_3
their leader_1
the mysterious and elusive Scarlet Pimpernel_1
that mysterious Englishman_1
this meddlesome Englishman_1
He_1
",12.0,,,0.8
60_the_scarlet_pimpernel_brat_0,0,o,o_c,224,93,93,NOM,PER,,,,,223.0,0.0,0.0,PRON,PER,,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,,,PER,10.0,0.0,,,,0.1,0.5,0.4,,2.6237149238586426,1.4107372760772705,2.0,1.1339178615391128,0.7856677770614624,the devil himself,,,"a man whose pluck and audacity were almost fabulous_1
he_4
their leader_1
the mysterious and elusive Scarlet Pimpernel_1
that mysterious Englishman_1
this meddlesome Englishman_1
He_1
",12.0,0.8
60_the_scarlet_pimpernel_brat_0,0,o,o_c,225,94,94,PRON,PER,,,,,224.0,0.0,0.0,NOM,PER,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,PER,1.0,1.0,,,,0.0,0.0,1.0,,6.4314727783203125,3.467353343963623,4.0,0.7389513664935023,0.7775599956512451,himself,,,"the devil himself_1
",1.0,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,226,69,95,PROP,PER,213.0,12.0,7.0,PROP,,,,,,0.0,0.0,0.2,0.2,0.4,0.2,,,,,,,5.0,0.0,,,,0.6,0.2,0.2,,,,5.264333724975586,,,,1.2749220518407527,0.8048815727233887,Grospierre,"Sergeant Grospierre_1
his_1
Citoyen Grospierre_1
his comrade_1
Grospierre_1
",19.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,o,,227,95,95,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6077301276779254,0.7372830510139465,a fool,,,,,0.7
60_the_scarlet_pimpernel_brat_0,1,o,,228,96,96,NOM,VEH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.141366407918695,0.6574999690055847,The market carts,,,,,0.7
60_the_scarlet_pimpernel_brat_0,1,o,,229,97,97,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0138308753797973,0.8595792651176453,an old man,,,,,0.9
60_the_scarlet_pimpernel_brat_0,1,o,,230,98,98,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5502343501715503,0.7700865864753723,a boy beside him,,,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,231,97,99,PRON,PER,229.0,1.0,1.0,NOM,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,6.359837532043457,,,,0.37218574244163233,0.9559468030929565,him,"an old man_1
",2.0,,,1.0
60_the_scarlet_pimpernel_brat_0,1,c,,232,69,99,PROP,PER,226.0,5.0,4.0,PROP,,,,,,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,,,,6.0,0.0,,,,0.6666666666666666,0.16666666666666666,0.16666666666666666,,,,5.470231056213379,,,,1.3124897770697388,0.8038129210472107,Grospierre,"Sergeant Grospierre_1
his_1
Citoyen Grospierre_1
his comrade_1
Grospierre_2
",19.0,,,0.8
60_the_scarlet_pimpernel_brat_0,1,c,,233,69,99,PRON,PER,232.0,0.0,0.0,PROP,,,,,,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,,,,,,,7.0,0.0,,,,0.7142857142857143,0.14285714285714285,0.14285714285714285,,,,5.975307464599609,,,,1.2689390799022386,0.8138763308525085,he,"Sergeant Grospierre_1
his_1
Citoyen Grospierre_1
his comrade_1
Grospierre_3
",19.0,,,0.8
