doc_key,no_error,decision_type,detailed_error_type,mention_ind,entity_ind,entity_len,category,type,antecedent_ind,antecedent_dist,antecedent_dist_ent,antecedent_category,mapped_antecedent_ind,mapped_antecedent_dist,mapped_antecedent_dist_ent,mapped_antecedent_category,mapped_antecedent_type,cluster_pron-pron-comp,cluster_pron-pron-no-comp,cluster_pron-ent,cluster_match,cluster_contain,cluster_other,mapped_cluster_pron-pron-comp,mapped_cluster_pron-pron-no-comp,mapped_cluster_pron-ent,mapped_cluster_match,mapped_cluster_contain,mapped_cluster_other,cluster_size,cluster_errors,mapped_cluster_type,mapped_cluster_size,mapped_cluster_errors,cluster_props,cluster_prons,cluster_noms,mapped_cluster_props,mapped_cluster_prons,mapped_cluster_noms,entity_score,wrong_score,wrong_mean_score,num_wrong_inst,entropy,prob,mention_str,cluster_str,cluster_final_size,mapped_cluster_str,mapped_cluster_final_size,prob_str
351_of_human_bondage_brat_0,1,c,,74,7,11,PRON,PER,73.0,0.0,0.0,PRON,,,,,,0.7391304347826086,0.0,0.2608695652173913,0.0,0.0,0.0,,,,,,,23.0,0.0,,,,0.0,0.7391304347826086,0.2608695652173913,,,,5.216568946838379,,,,0.27283247005863553,0.958267867565155,She,"Your mother_1
a woman_1
his mother_2
She_2
her_7
The woman_1
herself_1
she_6
Her_1
the woman_1
",48.0,,,1.0
351_of_human_bondage_brat_0,1,c,,75,10,11,NOM,PER,59.0,15.0,2.0,NOM,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,2.0,1.0,,,,0.0,0.0,1.0,,,,5.335017204284668,,,,0.4156110569761454,0.9295566082000732,the doctor,"The doctor_2
",29.0,,,0.9
351_of_human_bondage_brat_0,1,c,,76,7,11,PRON,PER,74.0,1.0,1.0,PRON,,,,,,0.0,0.75,0.25,0.0,0.0,0.0,,,,,,,24.0,0.0,,,,0.0,0.75,0.25,,,,4.457712173461914,,,,0.42071532040003334,0.9296804666519165,You,"Your mother_1
a woman_1
his mother_2
She_3
her_7
The woman_1
herself_1
she_6
Her_1
the woman_1
",48.0,,,0.9
351_of_human_bondage_brat_0,1,c,,77,7,11,PRON,PER,76.0,0.0,0.0,PRON,,,,,,0.72,0.04,0.24,0.0,0.0,0.0,,,,,,,25.0,0.0,,,,0.0,0.76,0.24,,,,4.769686698913574,,,,0.34858883010863806,0.9440804719924927,She,"Your mother_1
a woman_1
his mother_2
She_3
her_7
The woman_1
herself_1
she_6
Her_1
the woman_1
You_1
",48.0,,,0.9
351_of_human_bondage_brat_0,1,c,,78,7,11,PRON,PER,77.0,0.0,0.0,PRON,,,,,,0.7307692307692307,0.038461538461538464,0.23076923076923078,0.0,0.0,0.0,,,,,,,26.0,0.0,,,,0.0,0.7692307692307693,0.23076923076923078,,,,4.688896656036377,,,,0.34227584922566734,0.9452037811279297,her,"Your mother_1
a woman_1
his mother_2
She_4
her_7
The woman_1
herself_1
she_6
Her_1
the woman_1
You_1
",48.0,,,0.9
351_of_human_bondage_brat_0,1,c,,79,7,11,PRON,PER,78.0,0.0,0.0,PRON,,,,,,0.7407407407407407,0.037037037037037035,0.2222222222222222,0.0,0.0,0.0,,,,,,,27.0,0.0,,,,0.0,0.7777777777777778,0.2222222222222222,,,,4.871152400970459,,,,0.33544446894005564,0.9466254711151123,her,"Your mother_1
a woman_1
his mother_2
She_4
her_8
The woman_1
herself_1
she_6
Her_1
the woman_1
You_1
",48.0,,,0.9
351_of_human_bondage_brat_0,1,c,,80,10,11,NOM,PER,75.0,4.0,1.0,NOM,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,3.0,1.0,,,,0.0,0.0,1.0,,,,5.2395853996276855,,,,0.3390548294779751,0.9455223679542542,The doctor,"The doctor_2
the doctor_1
",29.0,,,0.9
351_of_human_bondage_brat_0,1,c,,81,10,11,PRON,PER,80.0,0.0,0.0,NOM,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,4.0,1.0,,,,0.0,0.0,1.0,,,,5.022246360778809,,,,0.3092491077689387,0.9515861868858337,me,"The doctor_3
the doctor_1
",29.0,,,1.0
351_of_human_bondage_brat_0,1,c,,82,2,11,PRON,PER,70.0,11.0,2.0,PRON,,,,,,0.6285714285714286,0.08571428571428572,0.2857142857142857,0.0,0.0,0.0,,,,,,,35.0,0.0,,,,0.02857142857142857,0.7142857142857143,0.2571428571428571,,,,5.424535751342773,,,,0.27065887370031694,0.9580258131027222,him,"a child_1
the child_4
Philip_1
him_6
He_4
Your_1
you_2
his_7
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
",144.0,,,1.0
351_of_human_bondage_brat_0,1,c,,83,7,11,PRON,PER,79.0,3.0,2.0,PRON,,,,,,0.75,0.03571428571428571,0.21428571428571427,0.0,0.0,0.0,,,,,,,28.0,0.0,,,,0.0,0.7857142857142857,0.21428571428571427,,,,4.9149603843688965,,,,0.34940141105378564,0.9439540505409241,She,"Your mother_1
a woman_1
his mother_2
She_4
her_9
The woman_1
herself_1
she_6
Her_1
the woman_1
You_1
",48.0,,,0.9
351_of_human_bondage_brat_0,1,c,,84,10,11,PRON,PER,81.0,2.0,2.0,PRON,,,,,,0.0,0.2,0.8,0.0,0.0,0.0,,,,,,,5.0,1.0,,,,0.0,0.2,0.8,,,,5.325070381164551,,,,0.27637162660619724,0.9572288393974304,his,"The doctor_3
the doctor_1
me_1
",29.0,,,1.0
351_of_human_bondage_brat_0,1,c,,85,7,11,PRON,PER,83.0,1.0,1.0,PRON,,,,,,0.7586206896551724,0.034482758620689655,0.20689655172413793,0.0,0.0,0.0,,,,,,,29.0,0.0,,,,0.0,0.7931034482758621,0.20689655172413793,,,,4.757508277893066,,,,0.3712305481466704,0.9396936893463135,she,"Your mother_1
a woman_1
his mother_2
She_5
her_9
The woman_1
herself_1
she_6
Her_1
the woman_1
You_1
",48.0,,,0.9
351_of_human_bondage_brat_0,1,c,,86,2,11,NOM,PER,82.0,3.0,2.0,PRON,,,,,,0.0,0.0,0.7222222222222222,0.16666666666666666,0.0,0.1111111111111111,,,,,,,36.0,0.0,,,,0.027777777777777776,0.7222222222222222,0.25,,,,6.224647045135498,,,,0.1501691194406354,0.9792370796203613,the child,"a child_1
the child_4
Philip_1
him_7
He_4
Your_1
you_2
his_7
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
",144.0,,,1.0
351_of_human_bondage_brat_0,1,c,,87,10,11,NOM,PER,84.0,2.0,2.0,PRON,,,,,,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,,,,,,6.0,1.0,,,,0.0,0.3333333333333333,0.6666666666666666,,,,5.785863876342773,,,,0.22872283036047597,0.9661231637001038,The doctor,"The doctor_3
the doctor_1
me_1
his_1
",29.0,,,1.0
351_of_human_bondage_brat_0,1,c,,88,2,11,PRON,PER,86.0,1.0,1.0,NOM,,,,,,0.6216216216216216,0.08108108108108109,0.2972972972972973,0.0,0.0,0.0,,,,,,,37.0,0.0,,,,0.02702702702702703,0.7027027027027027,0.2702702702702703,,,,5.826847076416016,,,,0.19481518542468715,0.9716734886169434,him,"a child_1
the child_5
Philip_1
him_7
He_4
Your_1
you_2
his_7
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
",144.0,,,1.0
351_of_human_bondage_brat_0,0,c,c_c,89,2,11,PRON,PER,88.0,0.0,0.0,PRON,87.0,1.0,1.0,NOM,PER,0.631578947368421,0.07894736842105263,0.2894736842105263,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.0,0.0,38.0,0.0,PER,7.0,1.0,0.02631578947368421,0.7105263157894737,0.2631578947368421,0.0,0.2857142857142857,0.7142857142857143,1.420377492904663,5.596162796020508,5.596163034439087,1.0,0.2760070926260125,0.9559018015861511,his,"a child_1
the child_5
Philip_1
him_8
He_4
Your_1
you_2
his_7
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
",144.0,"The doctor_4
the doctor_1
me_1
his_1
",29.0,1.0
351_of_human_bondage_brat_0,1,c,,90,0,11,NOM,PER,20.0,69.0,5.0,PRON,,,,,,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,,,,,,,7.0,0.0,,,,0.0,0.8571428571428571,0.14285714285714285,,,,0.39798957109451294,,,,1.9932478370503208,0.3434978723526001,his nurse,"A woman servant_1
She_3
she_2
her_1
",18.0,,,0.3
351_of_human_bondage_brat_0,1,c,,91,0,11,PRON,PER,90.0,0.0,0.0,NOM,,,,,,0.0,0.75,0.25,0.0,0.0,0.0,,,,,,,8.0,0.0,,,,0.0,0.75,0.25,,,,3.698753833770752,,,,0.8904042100597928,0.8074181079864502,You,"A woman servant_1
She_3
she_2
her_1
his nurse_1
",18.0,,,0.8
351_of_human_bondage_brat_0,1,c,,92,2,11,PRON,PER,89.0,2.0,1.0,PRON,,,,,,0.6410256410256411,0.07692307692307693,0.28205128205128205,0.0,0.0,0.0,,,,,,,39.0,1.0,,,,0.02564102564102564,0.717948717948718,0.2564102564102564,,,,5.2742695808410645,,,,0.31728708430607966,0.9500017762184143,him,"a child_1
the child_5
Philip_1
him_8
He_4
Your_1
you_2
his_8
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
",144.0,,,1.0
351_of_human_bondage_brat_0,1,c,,93,2,11,PRON,PER,92.0,0.0,0.0,PRON,,,,,,0.65,0.075,0.275,0.0,0.0,0.0,,,,,,,40.0,1.0,,,,0.025,0.725,0.25,,,,5.873382568359375,,,,0.2067196853357401,0.9698306918144226,his,"a child_1
the child_5
Philip_1
him_9
He_4
Your_1
you_2
his_8
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
",144.0,,,1.0
351_of_human_bondage_brat_0,1,c,,94,10,11,NOM,PER,87.0,6.0,2.0,NOM,,,,,,0.0,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,,,,,,,7.0,1.0,,,,0.0,0.2857142857142857,0.7142857142857143,,,,4.520074367523193,,,,0.4565165887270382,0.920859694480896,sir,"The doctor_4
the doctor_1
me_1
his_1
",29.0,,,0.9
351_of_human_bondage_brat_0,1,c,,95,2,11,NOM,PER,93.0,1.0,1.0,PRON,,,,,,0.0,0.0,0.7317073170731707,0.0,0.0,0.2682926829268293,,,,,,,41.0,1.0,,,,0.024390243902439025,0.7317073170731707,0.24390243902439024,,,,5.722724437713623,,,,0.1359672657754338,0.9813987612724304,The little boy,"a child_1
the child_5
Philip_1
him_9
He_4
Your_1
you_2
his_9
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
",144.0,,,1.0
351_of_human_bondage_brat_0,1,c,,96,2,11,PRON,PER,95.0,0.0,0.0,NOM,,,,,,0.6428571428571429,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,,,,,,,42.0,1.0,,,,0.023809523809523808,0.7142857142857143,0.2619047619047619,,,,5.91873025894165,,,,0.15493293388539617,0.9783502817153931,His,"a child_1
the child_5
Philip_1
him_9
He_4
Your_1
you_2
his_9
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
The little boy_1
",144.0,,,1.0
351_of_human_bondage_brat_0,1,c,,97,7,11,NOM,PER,85.0,11.0,3.0,PRON,,,,,,0.0,0.0,0.8,0.06666666666666667,0.0,0.13333333333333333,,,,,,,30.0,0.0,,,,0.0,0.8,0.2,,,,5.353271484375,,,,0.23444091699872355,0.9646316766738892,His mother,"Your mother_1
a woman_1
his mother_2
She_5
her_9
The woman_1
herself_1
she_7
Her_1
the woman_1
You_1
",48.0,,,1.0
351_of_human_bondage_brat_0,1,c,,98,2,11,PRON,PER,96.0,1.0,1.0,PRON,,,,,,0.6511627906976745,0.06976744186046512,0.27906976744186046,0.0,0.0,0.0,,,,,,,43.0,1.0,,,,0.023255813953488372,0.7209302325581395,0.2558139534883721,,,,6.509873867034912,,,,0.10536829145799721,0.986221194267273,him,"a child_1
the child_5
Philip_1
him_9
He_4
Your_1
you_2
his_9
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
The little boy_1
His_1
",144.0,,,1.0
351_of_human_bondage_brat_0,1,c,,99,2,11,NOM,PER,98.0,0.0,0.0,PRON,,,,,,0.0,0.0,0.7272727272727273,0.0,0.1590909090909091,0.11363636363636363,,,,,,,44.0,1.0,,,,0.022727272727272728,0.7272727272727273,0.25,,,,4.618043899536133,,,,0.20588239993662025,0.9690885543823242,poor child,"a child_1
the child_5
Philip_1
him_10
He_4
Your_1
you_2
his_9
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
The little boy_1
His_1
",144.0,,,1.0
351_of_human_bondage_brat_0,1,c,,100,0,11,NOM,PER,91.0,8.0,3.0,PRON,,,,,,0.0,0.0,0.7777777777777778,0.0,0.0,0.2222222222222222,,,,,,,9.0,0.0,,,,0.0,0.7777777777777778,0.2222222222222222,,,,3.499084711074829,,,,0.3834617918226502,0.9319080710411072,The monthly nurse,"A woman servant_1
She_3
she_2
her_1
his nurse_1
You_1
",18.0,,,0.9
351_of_human_bondage_brat_0,1,c,,101,7,11,PRON,PER,97.0,3.0,2.0,NOM,,,,,,0.7419354838709677,0.03225806451612903,0.22580645161290322,0.0,0.0,0.0,,,,,,,31.0,0.0,,,,0.0,0.7741935483870968,0.22580645161290322,,,,5.675283432006836,,,,0.344877614599402,0.935356080532074,her,"Your mother_1
a woman_1
his mother_2
She_5
her_9
The woman_1
herself_1
she_7
Her_1
the woman_1
You_1
His mother_1
",48.0,,,0.9
351_of_human_bondage_brat_0,1,c,,102,10,11,NOM,PER,94.0,7.0,3.0,NOM,,,,,,0.0,0.0,0.25,0.625,0.0,0.125,,,,,,,8.0,1.0,,,,0.0,0.25,0.75,,,,5.315343379974365,,,,0.22536432600159678,0.9666458964347839,The doctor,"The doctor_4
the doctor_1
me_1
his_1
sir_1
",29.0,,,1.0
351_of_human_bondage_brat_0,1,c,,103,8,11,NOM,FAC,21.0,81.0,5.0,NOM,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,0.541597843170166,,,,1.133943165954734,0.42243432998657227,the room,"a room on the floor below_1
",2.0,,,0.4
351_of_human_bondage_brat_0,0,o,o_c,104,11,11,NOM,PER,,,,,99.0,4.0,4.0,NOM,PER,,,,,,,0.0,0.0,0.7111111111111111,0.0,0.15555555555555556,0.13333333333333333,,,PER,45.0,1.0,,,,0.022222222222222223,0.7111111111111111,0.26666666666666666,,0.7410322427749634,0.7410322427749634,1.0,0.7420039735597062,0.6658492088317871,a still-born child,,,"a child_1
the child_5
Philip_1
him_10
He_4
Your_1
you_2
his_9
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
The little boy_1
His_1
poor child_1
",144.0,0.7
351_of_human_bondage_brat_0,1,c,,105,10,12,PRON,PER,102.0,2.0,2.0,NOM,,,,,,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,,,,,,,9.0,1.0,,,,0.0,0.2222222222222222,0.7777777777777778,,,,5.214159965515137,,,,0.3331789677705378,0.9480180740356445,He,"The doctor_5
the doctor_1
me_1
his_1
sir_1
",29.0,,,0.9
351_of_human_bondage_brat_0,0,c,c_c,106,10,12,PRON,PER,105.0,0.0,0.0,PRON,104.0,1.0,1.0,NOM,PER,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,PER,1.0,1.0,0.0,0.3,0.7,0.0,0.0,1.0,-0.15113358199596405,4.849525451660156,3.1888599544763565,3.0,0.867910856544759,0.5179228782653809,He,"The doctor_5
the doctor_1
me_1
his_1
sir_1
He_1
",29.0,"a still-born child_1
",1.0,0.5
351_of_human_bondage_brat_0,1,c,,107,7,12,NOM,PER,101.0,5.0,3.0,PRON,,,,,,0.0,0.0,0.78125,0.09375,0.0,0.125,,,,,,,32.0,0.0,,,,0.0,0.78125,0.21875,,,,4.492059230804443,,,,0.7844971107457915,0.739755392074585,the woman,"Your mother_1
a woman_1
his mother_2
She_5
her_10
The woman_1
herself_1
she_7
Her_1
the woman_1
You_1
His mother_1
",48.0,,,0.7
351_of_human_bondage_brat_0,1,c,,108,10,12,PRON,PER,106.0,1.0,1.0,PRON,,,,,,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.0,0.0,0.0,,,,,,,11.0,2.0,,,,0.0,0.36363636363636365,0.6363636363636364,,,,3.3105385303497314,,,,1.1721973846920397,0.7520097494125366,he,"The doctor_5
the doctor_1
me_1
his_1
sir_1
He_2
",29.0,,,0.8
351_of_human_bondage_brat_0,1,o,,109,12,12,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19040165887293847,0.9728200435638428,a girl,,,,,1.0
351_of_human_bondage_brat_0,1,o,,110,13,13,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22862507350070393,0.966790497303009,a boy,,,,,1.0
351_of_human_bondage_brat_0,1,c,,111,7,14,PRON,PER,107.0,3.0,3.0,NOM,,,,,,0.7272727272727273,0.030303030303030304,0.24242424242424243,0.0,0.0,0.0,,,,,,,33.0,0.0,,,,0.0,0.7575757575757576,0.24242424242424243,,,,3.928623676300049,,,,1.304092657172432,0.4732236862182617,she,"Your mother_1
a woman_1
his mother_2
She_5
her_10
The woman_1
herself_1
she_7
Her_1
the woman_2
You_1
His mother_1
",48.0,,,0.5
351_of_human_bondage_brat_0,0,o,o_c,112,14,14,NOM,PER,,,,,100.0,11.0,6.0,NOM,PER,,,,,,,0.0,0.0,0.7,0.0,0.2,0.1,,,PER,10.0,0.0,,,,0.0,0.7,0.3,,3.8004772663116455,3.8004772663116455,1.0,0.6114293916414952,0.8922247886657715,the nurse,,,"A woman servant_1
She_3
she_2
her_1
his nurse_1
You_1
The monthly nurse_1
",18.0,0.9
351_of_human_bondage_brat_0,1,o,,113,15,15,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5646668540099269,0.8906875252723694,Another boy,,,,,0.9
351_of_human_bondage_brat_0,0,c,c_c,114,7,16,NOM,PER,111.0,2.0,2.0,PRON,112.0,1.0,1.0,NOM,PER,0.0,0.0,0.7647058823529411,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,PER,1.0,1.0,0.0,0.7647058823529411,0.23529411764705882,0.0,0.0,1.0,3.1284563541412354,5.421721458435059,4.685207724571228,2.0,0.911962106979684,0.7282611131668091,The woman,"Your mother_1
a woman_1
his mother_2
She_5
her_10
The woman_1
herself_1
she_8
Her_1
the woman_2
You_1
His mother_1
",48.0,"the nurse_1
",1.0,0.7
351_of_human_bondage_brat_0,1,c,,115,2,16,NOM,PER,99.0,15.0,9.0,NOM,,,,,,0.0,0.0,0.7111111111111111,0.15555555555555556,0.022222222222222223,0.1111111111111111,,,,,,,45.0,1.0,,,,0.022222222222222223,0.7111111111111111,0.26666666666666666,,,,4.947441101074219,,,,0.6138163381482779,0.8526340126991272,the child,"a child_1
the child_5
Philip_1
him_10
He_4
Your_1
you_2
his_9
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
The little boy_1
His_1
poor child_1
",144.0,,,0.9
351_of_human_bondage_brat_0,0,c,c_c,116,0,16,NOM,PER,100.0,15.0,9.0,NOM,112.0,3.0,3.0,NOM,PER,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,PER,1.0,1.0,0.0,0.7,0.3,0.0,0.0,1.0,2.62174129486084,4.749513149261475,4.749513149261475,1.0,0.7769254913799206,0.8161273002624512,the child 's nurse,"A woman servant_1
She_3
she_2
her_1
his nurse_1
You_1
The monthly nurse_1
",18.0,"the nurse_1
",1.0,0.8
351_of_human_bondage_brat_0,0,c,c_c,117,0,16,PRON,PER,116.0,0.0,0.0,NOM,112.0,4.0,4.0,NOM,PER,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,PER,1.0,1.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.0,1.0,4.700560569763184,4.9884467124938965,4.988446235656738,1.0,1.08622274642827,0.5183826088905334,She,"A woman servant_1
She_3
she_2
her_1
his nurse_1
You_1
The monthly nurse_1
the child 's nurse_1
",18.0,"the nurse_1
",1.0,0.5
351_of_human_bondage_brat_0,1,c,,118,2,16,PROP,PER,115.0,2.0,1.0,NOM,,,,,,0.0,0.0,0.6956521739130435,0.0,0.021739130434782608,0.2826086956521739,,,,,,,46.0,1.0,,,,0.021739130434782608,0.6956521739130435,0.2826086956521739,,,,5.248273849487305,,,,0.4192920897173484,0.9238278269767761,Master Philip,"a child_1
the child_6
Philip_1
him_10
He_4
Your_1
you_2
his_9
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
The little boy_1
His_1
poor child_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,119,0,16,PRON,PER,117.0,1.0,1.0,PRON,,,,,,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,,,,,,,12.0,2.0,,,,0.0,0.6666666666666666,0.3333333333333333,,,,5.13653564453125,,,,0.9854430412222404,0.5590935349464417,she,"A woman servant_1
She_4
she_2
her_1
his nurse_1
You_1
The monthly nurse_1
the child 's nurse_1
",18.0,,,0.6
351_of_human_bondage_brat_0,1,c,,120,10,16,NOM,PER,108.0,11.0,7.0,PRON,,,,,,0.0,0.0,0.4166666666666667,0.5,0.0,0.08333333333333333,,,,,,,12.0,2.0,,,,0.0,0.4166666666666667,0.5833333333333334,,,,5.8170037269592285,,,,0.255394576925443,0.9638183116912842,the doctor,"The doctor_5
the doctor_1
me_1
his_1
sir_1
He_2
he_1
",29.0,,,1.0
351_of_human_bondage_brat_0,1,c,,121,10,16,PRON,PER,120.0,0.0,0.0,NOM,,,,,,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.0,0.0,0.0,,,,,,,13.0,2.0,,,,0.0,0.38461538461538464,0.6153846153846154,,,,5.763088226318359,,,,0.3028037793185353,0.955780565738678,his,"The doctor_5
the doctor_2
me_1
his_1
sir_1
He_2
he_1
",29.0,,,1.0
351_of_human_bondage_brat_0,0,c,c_c,122,7,16,NOM,PER,114.0,7.0,3.0,NOM,118.0,3.0,2.0,PROP,PER,0.0,0.0,0.7428571428571429,0.0,0.0,0.2571428571428571,0.0,0.0,0.6808510638297872,0.0,0.0,0.3191489361702128,35.0,1.0,PER,47.0,1.0,0.0,0.7428571428571429,0.2571428571428571,0.0425531914893617,0.6808510638297872,0.2765957446808511,-0.6790788173675537,5.805449962615967,0.35085175434748334,12.0,0.29832720532082374,0.9522402286529541,his patient,"Your mother_1
a woman_1
his mother_2
She_5
her_10
The woman_2
herself_1
she_8
Her_1
the woman_2
You_1
His mother_1
",48.0,"a child_1
the child_6
Philip_1
him_10
He_4
Your_1
you_2
his_9
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
The little boy_1
His_1
poor child_1
Master Philip_1
",144.0,1.0
351_of_human_bondage_brat_0,1,c,,123,10,16,PRON,PER,121.0,1.0,1.0,PRON,,,,,,0.07142857142857142,0.35714285714285715,0.5714285714285714,0.0,0.0,0.0,,,,,,,14.0,2.0,,,,0.0,0.42857142857142855,0.5714285714285714,,,,4.956269264221191,,,,0.38760303685425973,0.9407235980033875,I,"The doctor_5
the doctor_2
me_1
his_2
sir_1
He_2
he_1
",29.0,,,0.9
351_of_human_bondage_brat_0,1,c,,124,10,16,PRON,PER,123.0,0.0,0.0,PRON,,,,,,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.0,0.0,0.0,,,,,,,15.0,2.0,,,,0.0,0.4666666666666667,0.5333333333333333,,,,5.372620582580566,,,,0.3525397188998319,0.9472061395645142,I,"The doctor_5
the doctor_2
me_1
his_2
sir_1
He_2
he_1
I_1
",29.0,,,0.9
351_of_human_bondage_brat_0,1,c,,125,10,16,PRON,PER,124.0,0.0,0.0,PRON,,,,,,0.3125,0.1875,0.5,0.0,0.0,0.0,,,,,,,16.0,2.0,,,,0.0,0.5,0.5,,,,5.396272659301758,,,,0.3647641758191372,0.9450513124465942,he,"The doctor_5
the doctor_2
me_1
his_2
sir_1
He_2
he_1
I_2
",29.0,,,0.9
351_of_human_bondage_brat_0,1,c,,126,10,16,PRON,PER,125.0,0.0,0.0,PRON,,,,,,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.0,0.0,0.0,,,,,,,17.0,2.0,,,,0.0,0.5294117647058824,0.47058823529411764,,,,5.524685859680176,,,,0.33385916970522167,0.9504980444908142,I,"The doctor_5
the doctor_2
me_1
his_2
sir_1
He_2
he_2
I_2
",29.0,,,1.0
351_of_human_bondage_brat_0,1,c,,127,0,16,PRON,PER,119.0,7.0,2.0,PRON,,,,,,0.0,0.6923076923076923,0.3076923076923077,0.0,0.0,0.0,,,,,,,13.0,2.0,,,,0.0,0.6923076923076923,0.3076923076923077,,,,4.942534923553467,,,,0.9109697367638866,0.6080853343009949,I,"A woman servant_1
She_4
she_3
her_1
his nurse_1
You_1
The monthly nurse_1
the child 's nurse_1
",18.0,,,0.6
351_of_human_bondage_brat_0,1,c,,128,10,16,PRON,PER,126.0,1.0,1.0,PRON,,,,,,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,,,,,,,18.0,2.0,,,,0.0,0.5555555555555556,0.4444444444444444,,,,4.908293724060059,,,,0.4211725751624811,0.9346592426300049,you,"The doctor_5
the doctor_2
me_1
his_2
sir_1
He_2
he_2
I_3
",29.0,,,0.9
351_of_human_bondage_brat_0,1,c,,129,10,16,NOM,PER,128.0,0.0,0.0,PRON,,,,,,0.0,0.0,0.5789473684210527,0.05263157894736842,0.0,0.3684210526315789,,,,,,,19.0,2.0,,,,0.0,0.5789473684210527,0.42105263157894735,,,,5.680351257324219,,,,0.3332408639561038,0.9506428241729736,sir,"The doctor_5
the doctor_2
me_1
his_2
sir_1
He_2
he_2
I_3
you_1
",29.0,,,1.0
351_of_human_bondage_brat_0,1,c,,130,2,16,NOM,PER,118.0,11.0,3.0,PROP,,,,,,0.0,0.0,0.6808510638297872,0.1702127659574468,0.02127659574468085,0.1276595744680851,,,,,,,47.0,1.0,,,,0.0425531914893617,0.6808510638297872,0.2765957446808511,,,,6.024944305419922,,,,0.33666847121002175,0.9411859512329102,the child,"a child_1
the child_6
Philip_1
him_10
He_4
Your_1
you_2
his_9
he_4
the warm body_1
darling_1
The child_1
himself_1
his body_1
The little boy_1
His_1
poor child_1
Master Philip_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,131,0,16,NOM,PER,127.0,3.0,2.0,PRON,,,,,,0.0,0.0,0.7142857142857143,0.07142857142857142,0.0,0.21428571428571427,,,,,,,14.0,2.0,,,,0.0,0.7142857142857143,0.2857142857142857,,,,4.337935447692871,,,,1.050644985594687,0.5011748671531677,the child 's nurse,"A woman servant_1
She_4
she_3
her_1
his nurse_1
You_1
The monthly nurse_1
the child 's nurse_1
I_1
",18.0,,,0.5
351_of_human_bondage_brat_0,1,o,,132,16,16,PRON,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12671856852652374,0.9838558435440063,They,,,,,1.0
351_of_human_bondage_brat_0,1,c,,133,6,17,NOM,FAC,14.0,118.0,12.0,NOM,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,1.6451101303100586,,,,0.5216419645560623,0.8298003673553467,downstairs,"downstairs_1
",2.0,,,0.8
351_of_human_bondage_brat_0,1,o,,134,17,17,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2511412192783333,0.9647918939590454,the hall,,,,,1.0
